Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Reactions,Comments,Shares,Ow.ly Clicks
2018-02-16 08:27:49,Eyewatch - Brimbank Police Service Area,288990074502333_1646809888720338,https://www.facebook.com/eyewatchbrimbank/posts/1646809888720338,Link,(Post with no description),,16,6,5,
2018-02-16 08:56:58,Eyewatch - Brimbank Police Service Area,288990074502333_1646824978718829,https://www.facebook.com/eyewatchbrimbank/posts/1646824978718829:0,Photo,Chúc Mừng Năm Mới 新年快乐 Happy Lunar New Year to all our residents in Brimbank. May it be a great year for all!,,14,0,1,
2018-02-16 08:59:46,Eyewatch - Wyndham Police Service Area,134404370080550_807811266073187,https://www.facebook.com/eyewatchwyndham/posts/807811266073187,Photo,"Police, Wyndham Youth Services, Body Corporate, and local residents came together tonight for a BBQ in Ecoville to strengthen community spirit and enjoy a meal together in their local park. Thank you to everyone who came along.",,75,1,11,
2018-02-16 23:00:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1600295650061994,https://www.facebook.com/eyewatchgreaterdandenong/posts/1600295650061994,Status,Day two of the Summer Community Festival is about to start at Burden Park.  From 11am to 11pm today you can come on down to enjoy some great entertainment and delicious food.  The highlight of the night will be the fireworks display at 9:30pm - see you there! 👮🏻‍♂️👮🏻‍♀️👍🏻🎆🎇  vp40485,,9,0,3,
2018-02-17 03:52:24,Eyewatch - Cardinia Police Service Area,1755954881336663_1952168171715332,https://www.facebook.com/eyewatchcardinia/posts/1952168171715332,Link,Have you seen Brittany?  If you have any information on her whereabouts please call Pakenham Police Station on 03 5945 2500  vp40485,,11,1,11,
2018-02-17 07:00:06,Eyewatch - Geelong Police Service Area,118579511604215_1391673627628124,https://www.facebook.com/eyewatchgeelong/posts/1391673627628124,Video,(Post with no description),,9,0,2,
2018-02-17 08:53:39,Eyewatch - Wyndham Police Service Area,134404370080550_808309906023323,https://www.facebook.com/eyewatchwyndham/posts/808309906023323,Photo,Wyndham members are out and about conducting breath testing sites in and around the Wyndham Police Service Area. We urge that if you are drinking alcohol or taking illegal substances that you don't drive a motor vehicle.   Don't risk the safety of others or yourself by driving whilst under the influence of alcohol or drugs.,,66,4,6,
2018-02-17 09:18:42,Eyewatch - Wyndham Police Service Area,134404370080550_808316639355983,https://www.facebook.com/eyewatchwyndham/posts/808316639355983,Status,"Call to 000 leads to a quick response and arrest.  A 37 year old Sydenham male has been arrested in Hoppers Crossing by units responding to a 000 call for assistance. The male is currently in custody and has been charged with Burglary, Theft and Bail offences.  We encourage you to contact 000 to report any suspicious behaviour.",,44,6,6,
2018-02-17 10:00:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1600297956728430,https://www.facebook.com/eyewatchgreaterdandenong/posts/1600297956728430,Status,There is still time to come down to Burden Park and enjoy the fireworks display!  Local residents please make sure your pets are secure - we love fireworks but we know it can be a bit of a scary event for our furry friends. 🎆🎇🐶🐱  vp40485,,6,2,0,
2018-02-17 23:30:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1600300526728173,https://www.facebook.com/eyewatchgreaterdandenong/posts/1600300526728173,Status,It's the final day of the Summer Community Festival at Burden Park. 🎡🎠👍🏻  Don't miss out on all the great activities and stalls - come on down between 11am and 9pm.  vp40485,,5,0,0,
2018-02-17 23:51:50,Eyewatch - Greater Shepparton Police Service Area,349554451900294_746412622214473,https://www.facebook.com/eyewatchgreatershepparton/posts/746412622214473,Link,Sad local news.,,63,5,10,
2018-02-18 02:04:04,Eyewatch - Greater Shepparton Police Service Area,349554451900294_746449708877431,https://www.facebook.com/eyewatchgreatershepparton/posts/746449738877428,Photo,(Post with no description),,82,6,2,
2018-02-18 02:46:16,Eyewatch - Melton Police Service Area,1248280898517925_1824642434215099,https://www.facebook.com/eyewatchmelton/posts/1824642434215099,Photo,"Caroline Springs Police are very keen to speak to Peter WILSON. Peter is 50 years old, 180cm tall with a thin build, shaved head and blue eyes. He is known to frequent the western suburbs. If you know Peter or can assist in advising his whereabouts please contact First Constable James JOHNSTON of Caroline Springs Police Ph. 93614700.",,14,2,42,
2018-02-18 04:17:29,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1603814276376798,https://www.facebook.com/eyewatchgreaterdandenong/posts/1603814276376798,Link,(Post with no description),,7,0,0,
2018-02-18 09:02:23,Eyewatch - Wyndham Police Service Area,134404370080550_808821335972180,https://www.facebook.com/eyewatchwyndham/posts/808821335972180,Photo,The importance of contacting 000.  Westgate Highway Patrol members responding to a 000 call of an erratic driver intercepted a 35 yo Werribee woman in Werribee around 7pm tonight.  Several calls were made to 000 due to concerns of the erratic driving. The female returned a positive reading of alcohol in her breath and was conveyed to Werribee Police Station to undergo an Evidentiary Breath Test. This resulted in a Breath Alcohol reading of .159 (over three times the legal limit). More concerning to police is that the female had a young child in the car with her. The Werribee woman has had her licence immediately suspended and will appear in court at a later date.,,148,30,11,
2018-02-18 22:12:05,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1604735509618008,https://www.facebook.com/eyewatchgreaterdandenong/posts/1604735509618008,Link,The hydroponic set up was located after a fire started at the Rosalie Street address.  Anyone with information is urged to contact Crime Stoppers on 1800 333 000.  vp40485,,7,2,2,
2018-02-18 22:14:44,Eyewatch - Greater Shepparton Police Service Area,349554451900294_746863538836048,https://www.facebook.com/eyewatchgreatershepparton/posts/746863538836048,Photo,(Post with no description),,5,3,3,
2018-02-18 22:37:47,Eyewatch - Frankston Police Service Area,132629380243848_925633927610052,https://www.facebook.com/eyewatchfrankston/posts/925633927610052:0,Photo,"SEE - THINGS DO HAPPEN IN THREES (Including car impounds)  The Somerville HWP Nightshift unit had a busy shift on Sat night / Sun morning, impounding three cars in just over three hours;   · At 11.50 pm an SS Commodore Ute was intercepted in James St Frankston (off Beach St) for travelling at 98 km/h in a 50 zone.  The 27 y.o. male driver from Frankston then blew 0.131% on a breath test and his vehicle was impounded.  · At 2.15 am a Hyundai sedan travelling at 150 km/h sedan was intercepted on Peninsula Link at Langwarrin. The 21 y.o. female with an International Licence then had her vehicle impounded for a month. · And last but not least, at 3.10 am an unregistered black Holden ute with false number plates was intercepted in Monterey Bvd Frankston North. The 28 y.o. male driver from Frankston was then found to have a suspended driver licence (re demerit points), and a drug test went positive to methylamphetamine. His vehicle was also impounded.  All three drivers will be summonsed to appear at Frankston Magistrates' Court at a later date.    The Somerville HWP nightshift unit is one of a number of police vehicles which patrols the Frankston & Mornington Peninsula roads throughout the night, trying to make them a safer place. Areas subject to public complaints are regularly visited, and offending drivers such as the above are dealt with accordingly.  (VP30339)",,63,14,4,
2018-02-19 00:52:17,Eyewatch - Frankston Police Service Area,132629380243848_925675540939224,https://www.facebook.com/eyewatchfrankston/videos/925675540939224/,Video,"At about 4.45 pm, Monday the 13th February 2018, two teenage females in school uniforms are seen acting suspiciously and starting a fire in a grassed area at the play ground in Balinga Drive in Skye. A small patch of grass covering approximately 7metres in diameter was burnt before being extinguished by local residents with CFA attending to assist.  Police are asking for witnesses to this matter and any identification of the two females seen in this footage.  Please call DSC John MELHUISH at Frankston CIU on 9784 5590 or crime Stoppers on 1300 333 000",,7,1,4,
2018-02-19 01:19:57,Eyewatch - Wyndham Police Service Area,134404370080550_809176189270028,https://www.facebook.com/eyewatchwyndham/posts/809176189270028,Photo,"MOBILE POLICE FACILITY POP-UP WILLIAMS LANDING SHOPPING CENTRE VISIT.  I'm glad to say that our mechanical issues have been rectified with the Mobile Police Facility and we will be attending Williams Landing Shopping Centre Wednesday 21st February 2018. The Community Safety Team will be set up at the shopping centre between 3pm and 5pm with safety advice, anti theft number plate screws and give aways for the kids.  Wyndham Youth Services will again be joining our team. Looking forward to seeing you there.",,13,0,5,
2018-02-19 04:27:49,Eyewatch - Brimbank Police Service Area,288990074502333_1649697315098262,https://www.facebook.com/eyewatchbrimbank/posts/1649697315098262,Photo,"If you have information about this incident, call 136 186 or contact Crime Stoppers on 1800 333 000.",,15,3,7,
2018-02-19 04:35:24,Eyewatch - Wyndham Police Service Area,134404370080550_809239245930389,https://www.facebook.com/eyewatchwyndham/posts/809239245930389,Photo,COFFEE WITH A COP THIS THURSDAY 22ND FEBRUARY 2017.  Wyndham Police will be at Pacific Werribee this Thursday from 12pm.  We will be set up in the Food Court and will be assisted by Highway Patrol members who will be bringing along their motorcycle for the kids (and adults) to look at.  Coffee/Tea supplied to members of the public who wish to have a chat with your local police.,,34,8,11,
2018-02-19 04:59:28,Eyewatch - Greater Shepparton Police Service Area,349554451900294_746962072159528,https://www.facebook.com/eyewatchgreatershepparton/posts/746962072159528,Link,Can you spot a fake?  Does your business handle cash? A worthwhile link to share with your collegues and staff to become familiar with counterfeit detection.   http://banknotes.rba.gov.au/counterfeit-detection/counterfeit-detection-guide/,,10,1,19,
2018-02-19 05:18:30,Eyewatch - Cardinia Police Service Area,1755954881336663_1953150644950418,https://www.facebook.com/eyewatchcardinia/posts/1953150644950418,Link,A 21 year old male from Pakenham has been arrested after a vehicle allegedly struck a number of pedestrians in Pakenham on Friday afternoon.  vp40485,,191,44,22,
2018-02-19 06:45:00,Eyewatch - Cardinia Police Service Area,1755954881336663_1944671679131648,https://www.facebook.com/eyewatchcardinia/posts/1944671679131648,Photo,"Don't forget about this upcoming footy season!  As a partner agency of the Alcohol and Other Drugs Action Group, we are proud to support and attend this event each week.  VPS Phelps",,7,2,2,
2018-02-19 06:45:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1604835216274704,https://www.facebook.com/eyewatchgreaterdandenong/posts/1604835216274704,Photo,SIZE DOESN'T MATTER BUT WHERE YOU USE IT DOES!  Over the weekend members from Greater Dandenong Highway Patrol observed a 23 year old rider from Dandenong North riding a miniature motorcycle on the footpath approaching the South Eastern Private Hospital were several pedestrians were walking including a family of small children.  The rider was intercepted by police and told members he was just going to see a friend.  The bike was impounded for 30 days at a cost of $969.80 with the rider facing the following charges...  🏍 Ride miniature motorcycle on a road related area. 🏍 Unlicensed driving. 🏍 Use unregistered motor vehicle. 🏍 Drive motor vehicle on footpath 🏍 Use vehicle not complying with the standards for registration.  vp40485,,29,25,6,
2018-02-19 06:50:37,Eyewatch - Greater Shepparton Police Service Area,349554451900294_746992422156493,https://www.facebook.com/eyewatchgreatershepparton/posts/746992448823157,Photo,(Post with no description),,228,21,49,
2018-02-19 08:30:00,Eyewatch - Cardinia Police Service Area,1755954881336663_1953075164957966,https://www.facebook.com/eyewatchcardinia/posts/1953075164957966,Link,"Over the weekend Cardinia Highway Patrol interrupted a late night trip to the supermarket when they intercepted a 20 year old learner driver from Pakenham on John Street, Pakenham.  Both the learner driver and her 20 year old accompanying driver also from Pakenham tested positive to having drugs in their oral fluid.  Remember... #anywhere #anytime Expect more random drug tests, more often on our roads. To learn more about the effects of drug driving visit http://bit.ly/2pYaem4  vp40485",,46,5,13,
2018-02-19 08:31:10,Eyewatch - Frankston Police Service Area,132629380243848_925823470924431,https://www.facebook.com/eyewatchfrankston/posts/925823470924431,Link,(Post with no description),,13,1,37,
2018-02-19 12:08:42,Eyewatch - Wyndham Police Service Area,134404370080550_809389162582064,https://www.facebook.com/eyewatchwyndham/posts/809389162582064,Link,FIREARMS INCIDENT - POINT COOK  https://www.vicpolicenews.com.au/news/firearms-incident-in-point-cook,,21,3,4,
2018-02-19 21:56:19,Eyewatch - Melton Police Service Area,1248280898517925_1826626777349998,https://www.facebook.com/eyewatchmelton/posts/1826626777349998,Photo,"Have you recently or are about to obtain your Drivers Licence.? Do you have a young driver in the family.? The COMMUNITY ROAD SAFETY FORUM is an initiative of Melton Council in conjunction with Victoria Police and TAC and is designed to educate and assist young drivers in the making sensible, safe driving decisions. Thursday MARCH 22 2018 at the Melton Library ( Balam Balam Seminar Room) See Poster for details. All welcome. Supper served. An ideal opportunity for parents to attend with their teenage or young adult children. No need to register. Any questions ? , please feel free to contact Sgt Rob DAMPIER. Robin.Dampier@police.vic.gov.au",,18,7,18,
2018-02-19 22:25:22,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1605915129500046,https://www.facebook.com/eyewatchgreaterdandenong/posts/1605915129500046,Photo,"Police are appealing for the public's assistance to help locate 44 year old Mutuel RUON.  Mutuel is wanted by police for 6 outstanding warrants in relation to driving matters, recklessly causing injury and failing to answer bail.  Mutuel is known to frequent the Springvale South area.  Anyone with information on his whereabouts is asked to contact Crime Stoppers on 1800 333 000 - www.crimestoppers.com.au  vp40485",,10,3,20,
2018-02-19 23:44:59,Eyewatch - Cardinia Police Service Area,1755954881336663_1953604468238369,https://www.facebook.com/eyewatchcardinia/posts/1953604468238369,Link,Charges have been laid following the hit-run collision at the intersection of Cardinia Road and Princes Highway on Friday afternoon.  The 21 year old Pakenham man was remanded in custody last night and will appear before the Melbourne Magistrates' Court today.  vp40485,,69,10,5,
2018-02-19 23:51:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1605970312827861,https://www.facebook.com/eyewatchgreaterdandenong/posts/1605970312827861,Link,Have you driven through Dandenong recently and seen the reduced speed limits?  There are a number of changes to traffic conditions coming to the Dandenong Central Activity District - please stay alert and keep an eye on the signage.  For more info check out the link below!  vp40485,,15,7,8,
2018-02-20 00:01:41,Eyewatch - Frankston Police Service Area,132629380243848_926185300888248,https://www.facebook.com/eyewatchfrankston/posts/926185300888248:0,Photo,Do you know the location of Storm OXBOROUGH?  He is wanted on a warrant for Contravene Final Intervention Order. If you have any information on Storm’s whereabouts please call Crime Stoppers on 1800 333 000 or A/SGT CONNOR at Rosebud Police 59860444,,9,4,18,
2018-02-20 00:11:12,Eyewatch - Knox Police Service Area,597550253628752_1817568991626866,https://www.facebook.com/eyewatchknox/posts/1817568991626866,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,24,9,5,
2018-02-20 00:11:12,Eyewatch - Greater Shepparton Police Service Area,349554451900294_747372568785145,https://www.facebook.com/eyewatchgreatershepparton/posts/747372568785145,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,24,9,11,
2018-02-20 00:11:12,Eyewatch - Brimbank Police Service Area,288990074502333_1650486918352635,https://www.facebook.com/eyewatchbrimbank/posts/1650486918352635,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,14,5,4,
2018-02-20 00:11:12,Eyewatch - Whittlesea Police Service Area,283867745385161_408730132898921,https://www.facebook.com/eyewatchwhittlesea/posts/408730132898921,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,12,3,0,
2018-02-20 00:11:12,Eyewatch - Cardinia Police Service Area,1755954881336663_1953611278237688,https://www.facebook.com/eyewatchcardinia/posts/1953611278237688,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,26,5,5,
2018-02-20 00:11:12,Eyewatch - Wyndham Police Service Area,134404370080550_809659645888349,https://www.facebook.com/eyewatchwyndham/posts/809659645888349,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,23,3,11,
2018-02-20 00:11:12,Eyewatch - Frankston Police Service Area,132629380243848_926188404221271,https://www.facebook.com/eyewatchfrankston/posts/926188404221271,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,14,2,3,
2018-02-20 00:11:12,Eyewatch - Latrobe Police Service Area,131624007022562_833820353469587,https://www.facebook.com/eyewatchlatrobe/posts/833820353469587,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,17,26,9,
2018-02-20 00:11:12,Eyewatch - Melton Police Service Area,1248280898517925_1826733397339336,https://www.facebook.com/eyewatchmelton/posts/1826733397339336,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,23,8,4,
2018-02-20 00:11:12,Eyewatch - Geelong Police Service Area,118579511604215_1394620007333486,https://www.facebook.com/eyewatchgeelong/posts/1394620007333486,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,46,1,13,
2018-02-20 00:11:12,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1605983432826549,https://www.facebook.com/eyewatchgreaterdandenong/posts/1605983432826549,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,7,3,0,
2018-02-20 00:11:12,Eyewatch - Ballarat Police Service Area,103131960018479_618277035170633,https://www.facebook.com/eyewatchballarat/posts/618277035170633,Video,When turning (left or right) at any intersection you must give way to any pedestrians crossing the road you are entering.,,11,15,5,
2018-02-20 02:16:37,Eyewatch - Latrobe Police Service Area,131624007022562_833860713465551,https://www.facebook.com/eyewatchlatrobe/posts/833860713465551:0,Photo,"MISSING TEENAGE FEMALE  Pypah Spinazzola is 14 years old, from the Morwell area and is  believed to be in the Latrobe Valley area. Police have concerns for her welfare.    Police are appealing for assistance to located Pypah.  If any person knows the whereabouts or has seen her please contact the Morwell Police on 51315000",,10,5,64,
2018-02-20 02:34:43,Eyewatch - Latrobe Police Service Area,131624007022562_833866770131612,https://www.facebook.com/eyewatchlatrobe/posts/833866770131612:0,Photo,"Police are looking for Aaron Sullivan. Sullivan is wanted on 2 outstanding warrants relating to fail to answer bail and criminal damage.   He is described as a 36 year old male, thin build, brown eyes, brown hair, olive skin.   If you know the whereabouts of SULLIVAN or if Aaron would like to hand himself into Police, contact Morwell Police Station on 51315000 or  Crime Stoppers on 1800 333 000 or  Submit a confidential report at www.crimestoppersvic.com.au",,11,2,56,
2018-02-20 03:08:09,Eyewatch - Wyndham Police Service Area,134404370080550_809714185882895,https://www.facebook.com/eyewatchwyndham/posts/809714185882895,Link,(Post with no description),,9,1,2,
2018-02-20 04:02:11,Eyewatch - Brimbank Police Service Area,288990074502333_1650628995005094,https://www.facebook.com/eyewatchbrimbank/posts/1650628995005094,Link,(Post with no description),,5,0,3,
2018-02-20 04:19:20,Eyewatch - Cardinia Police Service Area,1755954881336663_1953683144897168,https://www.facebook.com/eyewatchcardinia/posts/1953683144897168,Video,Did you see Cardinia Shire Council's award winning video about preparing for emergencies?  It was the bronze winner at the International Safety Media Awards (ISMA) in 2016 - we still think it delievers an important message for 2018!  vp40485,,12,3,4,
2018-02-20 05:50:26,Eyewatch - Wyndham Police Service Area,134404370080550_809767372544243,https://www.facebook.com/eyewatchwyndham/videos/809767372544243/,Video,(Post with no description),,60,11,16,
2018-02-20 07:10:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1605949296163296,https://www.facebook.com/eyewatchgreaterdandenong/posts/1605949296163296,Photo,"Yes, speed limits also apply when you are attempting to overtake another vehicle!  Greater Dandenong Highway Patrol detected this vehicle travelling at 103 km/h whilst attempting to overtake someone on Colemans Road, Dandenong South - a 60 zone 😲 To make matters worse the 20 year old P plate driver from Cranbourne North wasn't wearing his seatbelt!  As a result of his too-quick attempt to get ahead the driver recieved a total of $991 in penalty notices, 9 demerit points and will be without his licence for 6 months.  vp40485",,54,38,7,
2018-02-20 07:30:00,Eyewatch - Cardinia Police Service Area,1755954881336663_1953601254905357,https://www.facebook.com/eyewatchcardinia/posts/1953601254905357,Photo,The forecast for Officer tomorrow is a sunny 31 degrees - perfect weather to come down to Heather Brae Reserve for the launch of the Cardinia Tigers 2018 season.  Between 12:00pm and 2:00pm we will be there supporting this great event! Come down to check out the team launch/training session and enjoy a barbecue.  vp40485,,5,1,2,
2018-02-20 08:13:54,Eyewatch - Greater Shepparton Police Service Area,349554451900294_747497188772683,https://www.facebook.com/eyewatchgreatershepparton/posts/747497188772683,Event,(Post with no description),,17,2,0,
2018-02-20 09:00:00,Eyewatch - Cardinia Police Service Area,1755954881336663_1953618038237012,https://www.facebook.com/eyewatchcardinia/posts/1953618038237012,Video,Prefer to pay your rego every 3 or 6 months?  Short term rego is here! For more info check out the video below and then sign up for a myVicRoads account here ➡️ http://bit.ly/2ohuWhq  vp40485,,12,1,5,
2018-02-20 09:00:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1605981396160086,https://www.facebook.com/eyewatchgreaterdandenong/posts/1605981396160086,Video,Have you heard the news?  Short term rego is here!  To select a shorter term of registration for your vehicle you will need to sign up to myVicRoads - check out the video and this link for more info http://bit.ly/2ohuWhq  vp40485,,9,0,1,
2018-02-20 21:26:19,Eyewatch - Latrobe Police Service Area,131624007022562_834286226756333,https://www.facebook.com/eyewatchlatrobe/posts/834286226756333:0,Photo,"Victoria Police are looking for Ashley BATES, who is wanted on 4 outstanding warrants relating to Possess Cannabis, Criminal Damage and failing to answer his bail.   BATES is described as 180cm tall, Aboriginal, solid build, brown eyes, crew cut black hair, dark skin, beard and moustache.  If you know the whereabouts of  Ashley BATES, or Ashley would like to hand himself into the Police, contact Morwell Police Station on 51315000 or Crimestoppers on 1800 333 000 or submit a confidential report at www.crimestoppersvic.com.au",,8,6,44,
2018-02-20 21:35:12,Eyewatch - Latrobe Police Service Area,131624007022562_834288656756090,https://www.facebook.com/eyewatchlatrobe/posts/834288656756090,Status,"Pypah Spinazzola has been located safe and well, thankyou to all who shared the post.",,16,1,1,
2018-02-20 21:50:26,Eyewatch - Cardinia Police Service Area,1755954881336663_1954006118198204,https://www.facebook.com/eyewatchcardinia/posts/1954006118198204,Link,The 21 year old Pakenham man was further remanded in custody yesterday and will appear back before the court in June 2018.  If there are any witnesses to the incident who have not yet spoken to police we ask them to please contact Crime Stoppers on 1800 333 000.  vp40485,,13,2,1,
2018-02-20 22:12:58,Eyewatch - Geelong Police Service Area,118579511604215_1395546670574153,https://www.facebook.com/eyewatchgeelong/posts/1395546670574153,Photo,Keep it up #Geelong and #Surfcoast. We have seven more to arrest!  Crime Stoppers Victoria and Victoria Police are still calling on you to help locate these offenders.   Please continue to share these posts and report any information on the whereabouts of these offenders to Crime Stoppers on 1800 333 000.,,16,0,23,
2018-02-20 22:19:46,Eyewatch - Wyndham Police Service Area,134404370080550_810179522503028,https://www.facebook.com/eyewatchwyndham/posts/810179522503028,Link,(Post with no description),,30,4,3,
2018-02-20 23:25:51,Eyewatch - Latrobe Police Service Area,131624007022562_834318570086432,https://www.facebook.com/eyewatchlatrobe/posts/834318570086432:0,Photo,Latrobe Dee-Jay Wanted Are you a SKILLED DJ in Latrobe?  Can you Bring Your Enthusiasm                         &          Play Great Music ?  Are you an Ice-Breaker with Kids?      Latrobe Blue Light Disco                Needs You!  If you would like to apply to be our DJ Please Call Leading Senior Constable Jeni Bennett on 51315058 for details.,,12,61,16,
2018-02-20 23:41:50,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1606972149394344,https://www.facebook.com/eyewatchgreaterdandenong/posts/1606972149394344,Link,"A measles alert has been issued for Melbourne's south and outer east, including Dandenong.  vp40485",,2,0,1,
2018-02-21 00:28:28,Eyewatch - Greater Shepparton Police Service Area,349554451900294_747803632075372,https://www.facebook.com/eyewatchgreatershepparton/posts/747803665408702,Photo,(Post with no description),,21,6,0,
2018-02-21 00:33:49,Eyewatch - Greater Shepparton Police Service Area,349554451900294_747804582075277,https://www.facebook.com/eyewatchgreatershepparton/posts/747804582075277,Video,"We haven't given up on this investigation; if you know something, please get in touch using Crimestoppers.  www.crimestoppersvic.com.au  Reflect on how your trailer is secured from theft.  Let's make it tougher for that small minority that want to help themselves to our 'stuff'.",,4,0,0,
2018-02-21 00:53:17,Eyewatch - Knox Police Service Area,597550253628752_1818627021521063,https://www.facebook.com/eyewatchknox/posts/1818627021521063,Event,Don't miss the Knox Festival on 3rd & 4th March! Knox Police are working closely with Knox City Council to provide a safe event for everyone.  Feel free to stop by our stall at the Festival to have a chat to your local police.,,31,0,0,
2018-02-21 00:54:53,Eyewatch - Ballarat Police Service Area,103131960018479_618779038453766,https://www.facebook.com/eyewatchballarat/posts/618779038453766,Video,"Do you speak our language? We’re a multi-lingual bunch at Victoria Police with 65 languages spoken by various members across the force and 59 languages across the ranks of PSOs. Today is the United Nation’s International Mother Language Day, a celebration of all languages spoken. PSO Inderbir Singh talks about his love of languages. If you feel like talking to us about a career with Victoria Police, take a look at www.policecareer.vic.gov.au",,7,0,1,
2018-02-21 01:05:03,Eyewatch - Whittlesea Police Service Area,283867745385161_409136066191661,https://www.facebook.com/eyewatchwhittlesea/posts/409136066191661,Video,"Do you speak our language? We’re a multi-lingual bunch at Victoria Police with 65 languages spoken by various members across the force and 59 languages across the ranks of PSOs. Today is the United Nation’s International Mother Language Day, a celebration of all languages spoken. PSO Inderbir Singh talks about his love of languages. If you feel like talking to us about a career with Victoria Police, take a look at www.policecareer.vic.gov.au",,3,0,0,
2018-02-21 01:05:03,Eyewatch - Wyndham Police Service Area,134404370080550_810223269165320,https://www.facebook.com/eyewatchwyndham/posts/810223269165320,Video,"Do you speak our language? We’re a multi-lingual bunch at Victoria Police with 65 languages spoken by various members across the force and 59 languages across the ranks of PSOs. Today is the United Nation’s International Mother Language Day, a celebration of all languages spoken. PSO Inderbir Singh talks about his love of languages. If you feel like talking to us about a career with Victoria Police, take a look at www.policecareer.vic.gov.au",,10,0,1,
2018-02-21 01:05:04,Eyewatch - Knox Police Service Area,597550253628752_1818634888186943,https://www.facebook.com/eyewatchknox/posts/1818634888186943,Video,"Do you speak our language? We’re a multi-lingual bunch at Victoria Police with 65 languages spoken by various members across the force and 59 languages across the ranks of PSOs. Today is the United Nation’s International Mother Language Day, a celebration of all languages spoken. PSO Inderbir Singh talks about his love of languages. If you feel like talking to us about a career with Victoria Police, take a look at www.policecareer.vic.gov.au",,7,0,0,
2018-02-21 01:05:04,Eyewatch - Greater Shepparton Police Service Area,349554451900294_747812575407811,https://www.facebook.com/eyewatchgreatershepparton/posts/747812575407811,Video,"Do you speak our language? We’re a multi-lingual bunch at Victoria Police with 65 languages spoken by various members across the force and 59 languages across the ranks of PSOs. Today is the United Nation’s International Mother Language Day, a celebration of all languages spoken. PSO Inderbir Singh talks about his love of languages. If you feel like talking to us about a career with Victoria Police, take a look at www.policecareer.vic.gov.au",,6,0,0,
2018-02-21 01:05:04,Eyewatch - Brimbank Police Service Area,288990074502333_1651533204914673,https://www.facebook.com/eyewatchbrimbank/posts/1651533204914673,Video,"Do you speak our language? We’re a multi-lingual bunch at Victoria Police with 65 languages spoken by various members across the force and 59 languages across the ranks of PSOs. Today is the United Nation’s International Mother Language Day, a celebration of all languages spoken. PSO Inderbir Singh talks about his love of languages. If you feel like talking to us about a career with Victoria Police, take a look at www.policecareer.vic.gov.au",,6,0,0,
2018-02-21 01:05:04,Eyewatch - Cardinia Police Service Area,1755954881336663_1954056551526494,https://www.facebook.com/eyewatchcardinia/posts/1954056551526494,Video,"Do you speak our language? We’re a multi-lingual bunch at Victoria Police with 65 languages spoken by various members across the force and 59 languages across the ranks of PSOs. Today is the United Nation’s International Mother Language Day, a celebration of all languages spoken. PSO Inderbir Singh talks about his love of languages. If you feel like talking to us about a career with Victoria Police, take a look at www.policecareer.vic.gov.au",,5,2,0,
2018-02-21 01:05:04,Eyewatch - Frankston Police Service Area,132629380243848_926763387497106,https://www.facebook.com/eyewatchfrankston/posts/926763387497106,Video,"Do you speak our language? We’re a multi-lingual bunch at Victoria Police with 65 languages spoken by various members across the force and 59 languages across the ranks of PSOs. Today is the United Nation’s International Mother Language Day, a celebration of all languages spoken. PSO Inderbir Singh talks about his love of languages. If you feel like talking to us about a career with Victoria Police, take a look at www.policecareer.vic.gov.au",,7,0,0,
2018-02-21 01:05:04,Eyewatch - Latrobe Police Service Area,131624007022562_834343110083978,https://www.facebook.com/eyewatchlatrobe/posts/834343110083978,Video,"Do you speak our language? We’re a multi-lingual bunch at Victoria Police with 65 languages spoken by various members across the force and 59 languages across the ranks of PSOs. Today is the United Nation’s International Mother Language Day, a celebration of all languages spoken. PSO Inderbir Singh talks about his love of languages. If you feel like talking to us about a career with Victoria Police, take a look at www.policecareer.vic.gov.au",,5,0,0,
