Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Reactions,Comments,Shares,Ow.ly Clicks
2018-07-16 06:57:01,Eyewatch - Swan Hill Police Service Area,919605548169837_1297900200340368,https://www.facebook.com/eyewatchswanhill/videos/1297900200340368/,Video,"For over 20 years, former Victoria Police officer Peter Bellion dedicated his life to reducing road trauma on Victorian roads as a Crash Scene Investigator for the Major Collision Investigation Unit. However, while Peter was working crash scenes, he was ignoring signs that his own body was in need of help. Watch the video to hear Peter’s story.    To find out how you can support Victoria Police officers like Peter, head to www.headtoheadwalk.org.au.    #HeadtoHeadWalk #MentalHealthMatters #SupportPolice #TPAV",,50,15,37,
2018-07-16 06:57:07,Eyewatch - Southern Grampians Police Service Area,226760391222871_283659408866302,https://www.facebook.com/eyewatchsoutherngrampians/videos/283659408866302/,Video,"For over 20 years, former Victoria Police officer Peter Bellion dedicated his life to reducing road trauma on Victorian roads as a Crash Scene Investigator for the Major Collision Investigation Unit. However, while Peter was working crash scenes, he was ignoring signs that his own body was in need of help. Watch the video to hear Peter’s story.    To find out how you can support Victoria Police officers like Peter, head to www.headtoheadwalk.org.au.    #HeadtoHeadWalk #MentalHealthMatters #SupportPolice #VictoriaPolice #TPAV",,21,2,11,
2018-07-16 06:57:33,Eyewatch - Kingston Police Service Area,1660666587339151_2090082887730850,https://www.facebook.com/eyewatchkingston/videos/2090082887730850/,Video,"For over 20 years, former Victoria Police officer Peter Bellion dedicated his life to reducing road trauma on Victorian roads as a Crash Scene Investigator for the Major Collision Investigation Unit. However, while Peter was working crash scenes, he was ignoring signs that his own body was in need of help. Watch the video to hear Peter’s story.    To find out how you can support Victoria Police officers like Peter, head to www.headtoheadwalk.org.au.    #HeadtoHeadWalk #MentalHealthMatters #SupportPolice #TPAV",,4,0,0,
2018-07-16 06:57:35,Eyewatch - Hume Police Service Area,444597578958459_1756130857805118,https://www.facebook.com/eyewatchhume/videos/1756130857805118/,Video,"For over 20 years, former Victoria Police officer Peter Bellion dedicated his life to reducing road trauma on Victorian roads as a Crash Scene Investigator for the Major Collision Investigation Unit. However, while Peter was working crash scenes, he was ignoring signs that his own body was in need of help. Watch the video to hear Peter’s story.    To find out how you can support Victoria Police officers like Peter, head to www.headtoheadwalk.org.au.    #HeadtoHeadWalk #MentalHealthMatters #SupportPolice #TPAV",,19,4,6,
2018-07-16 06:57:40,Eyewatch - Knox Police Service Area,597550253628752_1987623077954789,https://www.facebook.com/eyewatchknox/videos/1987623077954789/,Video,"For over 20 years, former Victoria Police officer Peter Bellion dedicated his life to reducing road trauma on Victorian roads as a Crash Scene Investigator for the Major Collision Investigation Unit. However, while Peter was working crash scenes, he was ignoring signs that his own body was in need of help. Watch the video to hear Peter’s story.    To find out how you can support Victoria Police officers like Peter, head to www.headtoheadwalk.org.au.    #HeadtoHeadWalk #MentalHealthMatters #SupportPolice #TPAV",,27,6,11,
2018-07-16 06:58:14,Eyewatch - Wyndham Police Service Area,134404370080550_901052986749014,https://www.facebook.com/eyewatchwyndham/videos/901052986749014/,Video,"For over 20 years, former Victoria Police officer Peter Bellion dedicated his life to reducing road trauma on Victorian roads as a Crash Scene Investigator for the Major Collision Investigation Unit. However, while Peter was working crash scenes, he was ignoring signs that his own body was in need of help. Watch the video to hear Peter’s story.    To find out how you can support Victoria Police officers like Peter, head to www.headtoheadwalk.org.au.    #HeadtoHeadWalk #MentalHealthMatters #SupportPolice #TPAV",,84,8,52,
2018-07-16 06:58:32,Eyewatch – Bass Coast Police Service Area,1428617380762126_1934668146823711,https://www.facebook.com/EyewatchBassCoast/videos/1934668146823711/,Video,"For over 20 years, former Victoria Police officer Peter Bellion dedicated his life to reducing road trauma on Victorian roads as a Crash Scene Investigator for the Major Collision Investigation Unit. However, while Peter was working crash scenes, he was ignoring signs that his own body was in need of help. Watch the video to hear Peter’s story.    To find out how you can support Victoria Police officers like Peter, head to www.headtoheadwalk.org.au.    #HeadtoHeadWalk #MentalHealthMatters #SupportPolice #TPAV",,41,5,17,
2018-07-16 08:00:13,Eyewatch - Greater Shepparton Police Service Area,349554451900294_827291980793203,https://www.facebook.com/349554451900294/posts/827291980793203/,Photo,HOT CLOTHING - UPDATE   TWO FACES STILL REQUIRED.  Our post last week sought three identities relating to a theft of sports clothing on the 26/6/18 from a Shepparton retailer.   One down two faces to go!   If you can provide identity information please contact First Constable Roberts at Shepparton Police Station on 035820 5777.    You can also pass this information onto police by using Crimestoppers;    https://www.crimestoppersvic.com.au/report-a-crime/,,11,2,19,
2018-07-16 21:00:35,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1786263178131906,https://www.facebook.com/1091322447625986/posts/1786263178131906/,Status,DO YOU WANT YOUR SAY IN COMMUNITY SAFETY IN GREATER DANDENONG?  Do you have any areas of Greater Dandenong that you consider unsafe?  Do you have any ideas to improve safety in Greater Dandenong?  If you want your voice to be heard please go to  www.engage.vic.gov.au/communitysafetynetworks/greaterdandenong-community-safety-network  and your idea could become a future community safety initiative.  vp39944,,7,0,3,
2018-07-16 21:15:06,Eyewatch - Greater Shepparton Police Service Area,349554451900294_827841774071557,https://www.facebook.com/349554451900294/posts/827841774071557/,Photo,"I thought I saw a ...   A Tweety Bird canvas wallet containing a quantity of money was found at the Shepparton Marketplace yesterday at the Western entrance.  If the owner or owner's guardian can contact Belinda Ross, Property Manager on 58205777 M-F between 8am and 3pm we will be happy to reunite.",,28,7,63,
2018-07-17 01:49:43,Eyewatch - Greater Shepparton Police Service Area,349554451900294_827996957389372,https://www.facebook.com/349554451900294/posts/827996957389372/,Photo,"Don't forget, CoolHeads is on tomorrow night! This FREE two hour session is to help ensure all young drivers in our community get home safely. So come on down to the Eastbank Centre, Welsford Street from 6:30pm! We'd love to see you there!",,12,5,17,
2018-07-17 03:08:14,Eyewatch - Swan Hill Police Service Area,919605548169837_1298822520248136,https://www.facebook.com/919605548169837/posts/1298822520248136/,Link,The man was allegedly involved in an aggravated burglary in Swan Hill before being arrested in NSW.,,17,2,1,
2018-07-17 04:15:03,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1786722491419308,https://www.facebook.com/1091322447625986/posts/1786722491419308/,Photo,Passing a slow moving or stationary emergency services vehicle with it's lights flashing?  Don't forget to slow to 40km/h. For more information visit http://ow.ly/zmtJ30kTAtA  vp40485,,32,11,3,35
2018-07-17 04:17:56,Eyewatch - Northern Grampians Police Service Area,1198323133636327_1340814816053824,https://www.facebook.com/1198323133636327/posts/1340814816053824/,Photo,"WILD WEATHER IN THE WIMMERA  To all of our followers please take care on the roads.  Police and other emergency services are responding to a number of trees down and other damage in our area including Horsham, Ararat, Nhill, St Arnaud, Murtoa & Rupanyup",,29,1,22,
2018-07-17 06:04:01,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1786816168076607,https://www.facebook.com/1091322447625986/posts/1786816168076607/,Photo,"Today our Proactive Unit attended a local Afghan Womens group to give a presentation on scams and fraud. We provided some tips to reduce the risk of becoming a victim.   For information about scams, please refer to the government website -  http://www.scamwatch.gov.au  LSC  OWEN - Proactive Unit",,10,0,0,
2018-07-17 07:15:04,Eyewatch - Greater Shepparton Police Service Area,349554451900294_828187557370312,https://www.facebook.com/349554451900294/posts/828187557370312/,Photo,"V/Line passengers - appeal for witnesses.  Wallan police would like to speak with anyone who was travelling on the 12.52pm train from Southern Cross to Shepparton on Monday 18th June.  A man had become rowdy and disruptive on this train, alighting at Wallan, where he was spoken to by police.  Senior Constable Penni Clark would like to speak with anyone who witnessed the man's behaviour.  She can be contacted on 5783 0400",,10,0,19,
2018-07-17 07:51:51,Eyewatch - Wyndham Police Service Area,134404370080550_902025379985108,https://www.facebook.com/134404370080550/posts/902025379985108/,Photo,"Police are appealing for public assistance to help locate missing Werribee teenager Maggie Howse. The 14-year-old was last seen at Werribee on 12 July. Police are concerned for her welfare due to her age. She is described as 160cm tall with a thin build, green eyes and long straight brown hair. She was last seen wearing a windcheater, black sports pants and runners. Police have released an image of Maggie in the hope someone recognises her and can provide information regarding her current whereabouts. She is known to frequent the Footscray, Werribee and Melbourne CBD areas. Anyone with information about Maggie is urged to contact Werribee Police station on 9742 9444.  http://ow.ly/cBDM30kZ8Dn",,29,21,171,43
2018-07-17 10:05:55,Eyewatch - Warrnambool Police Service Area,492532490957500_834096230134456,https://www.facebook.com/492532490957500/posts/834096230134456/,Photo,It’s a cold night in a Camperdown... but we’re still out and about.,,114,18,2,
2018-07-17 22:04:13,Eyewatch - Melton Police Service Area,1248280898517925_2001384819874192,https://www.facebook.com/1248280898517925/posts/2001384819874192/,Link,(Post with no description),,3,0,41,
2018-07-17 22:45:08,Eyewatch - Greater Shepparton Police Service Area,349554451900294_828812087307859,https://www.facebook.com/349554451900294/posts/828812087307859/,Photo,"Mitchell Detectives seeking information following an armed robbery  Detectives have released images of a man who they believe can assist with their investigation into a very recent armed robbery at Wallan.  The incident occurred about 4.45am on Tuesday 17th July where a man wearing a scarf and hooded top and armed with a hunting knife went to the Northern Highway, Wallan service station and made demands for money.  An amount of money was handed over, with the robber arriving and leaving the scene in a black Mercedes Benz sedan. The 4 door Mercedes had tinted windows with the left front fog light not operating.  The man is described as being Caucasian, with a medium build, approximately 172cm tall, wearing a white windcheater with black arms and a black hood and black track pants with two white stripes down the side.  Fortunately the console operator was not physically injured in the incident.  Anyone with information is asked to contact Detective Senior Constable Ian Porter at Mitchell CIU on 5735 0216 or Crime Stoppers on 1800 333 000 or via website www.crimestoppers.vic.com.au",,4,0,5,
2018-07-17 23:15:11,Eyewatch - Northern Grampians Police Service Area,1198323133636327_1341742262627746,https://www.facebook.com/1198323133636327/posts/1341742262627746/,Photo,"Stawell Police are investigating two rural theft incidents occurring in Concongella and Navarre in the month of July. Concongella - between the 2nd & 11th of July, 2018, 28 Suffolk lambs were stolen from a rural property on Vineyard Road. The lambs were 5 weeks old. Navarre - between the 5th & 12th of July, 2018, a large GPS receiver and antenna were stolen from a farming property in Bolangum road. If anyone has information that could assist police with these investigation's please call Stawell Police ph.53 588222 or Crime Stoppers on ph. 1800 333 000",,9,1,3,
2018-07-18 00:33:07,Eyewatch - Swan Hill Police Service Area,919605548169837_1299841900146198,https://www.facebook.com/919605548169837/posts/1299841900146198/,Link,"The Police Assistance Line will be a dedicated, public phone number for people to make non-urgent or non-emergency reports to police any time of the day. These calls will be answered and triaged by a contact centre in Ballarat, staffed by police and civilian employees.",,12,1,3,
2018-07-18 03:34:16,Eyewatch - Hume Police Service Area,444597578958459_1758952647522939,https://www.facebook.com/444597578958459/posts/1758952647522939/,Photo,(Post with no description),,23,9,46,
2018-07-18 04:28:41,Eyewatch - Swan Hill Police Service Area,919605548169837_1299998276797227,https://www.facebook.com/919605548169837/posts/1299998276797227/,Photo,Over the Limit  Culgoa Police caught a 39 year old Mildura man on the Loddon Valley Highway Saturday 14th July at around 5pm.    The man was travelling at 156kph in a 100kph zone with a blood alcohol reading of 0.087%  Needless to say he won't be driving for a while as he is facing immediate licence suspension and the possibility of having his vehicle impounded.,,23,8,6,
2018-07-18 04:32:18,Eyewatch - Greater Shepparton Police Service Area,349554451900294_829027680619633,https://www.facebook.com/349554451900294/posts/829027680619633/,Link,(Post with no description),,13,1,5,
2018-07-18 04:41:45,Eyewatch - Greater Shepparton Police Service Area,349554451900294_829033410619060,https://www.facebook.com/349554451900294/posts/829033410619060/,Photo,GOOD TO CATCH UP...  Following up from our post back on the 19th June.   The owner of the distinctive 'two-tone' BA Ford has been identified and Police are looking forward to catching up for a chat about a few petrol thefts that are being investigated across the region.,,32,6,9,
2018-07-18 05:32:39,Eyewatch - Hume Police Service Area,444597578958459_1759062577511946,https://www.facebook.com/444597578958459/posts/1759062577511946/,Link,(Post with no description),,4,0,0,
2018-07-18 06:07:19,Eyewatch – Bass Coast Police Service Area,1428617380762126_1936482736642252,https://www.facebook.com/1428617380762126/posts/1936482736642252/,Photo,"BASS HIGHWAY CRASH   Diversions are still in place on the Bass Highway, Bass after a truck crashed through guard railing and into the Bass River.  The driver has been taken to hospital in a serious condition.  A heavy haulage tow truck is currently attempting to recover the truck from the river.  We will inform you when the road is fully open.",,36,47,27,
2018-07-18 07:14:53,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1788589454565945,https://www.facebook.com/1091322447625986/posts/1788589454565945/,Photo,"GREATER DANDENONG NEIGHBOURHOOD WATCH MEETING TONIGHT  Come down to the Paddy O'Donoghue Centre in Noble Park tonight at 7.30PM for the Neighbourhood Watch Committee meeting, all community members are invited to attend to find out about community safety and crime prevention in the local area.  39944",,12,3,1,
2018-07-18 21:30:16,Eyewatch - Greater Shepparton Police Service Area,349554451900294_829726603883074,https://www.facebook.com/349554451900294/posts/829726603883074/,Photo,"HAVE YOU SEEN THIS STOLEN BIKE  A bike was stolen overnight Tuesday 17/07/18 from a  Fordyce St, Shepparton driveway. Bike is a grey and orange Scott Aspect 790. Very similar to the photo attached.    Can you help with some information?  Please contact Constable Roberts at Shepparton Police on 0358205777 or Crimestoppers  https://www.crimestoppersvic.com.au/report-a-crime/  Also provided some bike security information to share with your family.",,4,1,12,
2018-07-18 22:35:26,Eyewatch - Hume Police Service Area,444597578958459_1760180167400187,https://www.facebook.com/444597578958459/posts/1760180167400187/,Photo,(Post with no description),,1,0,0,
2018-07-18 22:35:35,Eyewatch - Hume Police Service Area,444597578958459_1760180320733505,https://www.facebook.com/444597578958459/posts/1760180320733505/,Photo,(Post with no description),,3,0,0,
2018-07-18 22:35:57,Eyewatch - Melton Police Service Area,1248280898517925_2002983046381036,https://www.facebook.com/1248280898517925/posts/2002983046381036/,Photo,(Post with no description),,0,0,0,
2018-07-18 22:36:35,Eyewatch - Wyndham Police Service Area,134404370080550_903735266480786,https://www.facebook.com/134404370080550/posts/903735266480786/,Photo,(Post with no description),,3,0,0,
2018-07-18 22:39:48,Eyewatch - Melton Police Service Area,1248280898517925_2002986553047352,https://www.facebook.com/1248280898517925/posts/2002986553047352/,Photo,(Post with no description),,9,2,24,
2018-07-18 22:40:10,Eyewatch - Moorabool Police Service Area,1764824083826023_1859222121052885,https://www.facebook.com/1764824083826023/posts/1859222121052885/,Photo,(Post with no description),,1,0,0,
2018-07-18 22:40:17,Eyewatch - Northern Grampians Police Service Area,1198323133636327_1342905719178067,https://www.facebook.com/1198323133636327/posts/1342905719178067/,Photo,(Post with no description),,1,0,0,
2018-07-18 22:40:27,Eyewatch - Southern Grampians Police Service Area,226760391222871_285912741974302,https://www.facebook.com/226760391222871/posts/285912741974302/,Photo,(Post with no description),,2,0,0,
2018-07-18 22:40:42,Eyewatch - Swan Hill Police Service Area,919605548169837_1300849953378726,https://www.facebook.com/919605548169837/posts/1300849953378726/,Photo,(Post with no description),,0,0,0,
2018-07-18 22:40:53,Eyewatch - Warrnambool Police Service Area,492532490957500_835600779984001,https://www.facebook.com/492532490957500/posts/835600779984001/,Photo,(Post with no description),,1,0,0,
2018-07-18 22:52:27,Eyewatch - Swan Hill Police Service Area,919605548169837_1300857453377976,https://www.facebook.com/919605548169837/posts/1300857453377976/,Video,TAC & Safety Barriers,,2,2,2,
2018-07-18 23:08:03,Eyewatch - Whitehorse Police Service Area,171187666812034_247577449173055,https://www.facebook.com/171187666812034/posts/247577449173055/,Photo,(Post with no description),,5,0,0,
2018-07-18 23:09:02,Eyewatch - Knox Police Service Area,597550253628752_1991964680853962,https://www.facebook.com/597550253628752/posts/1991964680853962/,Photo,(Post with no description),,5,0,0,
2018-07-18 23:09:11,Eyewatch – Bass Coast Police Service Area,1428617380762126_1937185596571966,https://www.facebook.com/1428617380762126/posts/1937185596571966/,Photo,(Post with no description),,5,0,0,
2018-07-18 23:09:47,Eyewatch - Greater Shepparton Police Service Area,349554451900294_829787543876980,https://www.facebook.com/349554451900294/posts/829787543876980/,Photo,(Post with no description),,8,0,1,
2018-07-18 23:13:49,Eyewatch - Moorabool Police Service Area,1764824083826023_1859241667717597,https://www.facebook.com/1764824083826023/posts/1859241667717597/,Photo,(Post with no description),,4,1,0,
2018-07-18 23:13:56,Eyewatch - Northern Grampians Police Service Area,1198323133636327_1342932209175418,https://www.facebook.com/1198323133636327/posts/1342932209175418/,Photo,(Post with no description),,0,1,0,
2018-07-18 23:14:02,Eyewatch - Southern Grampians Police Service Area,226760391222871_285930501972526,https://www.facebook.com/226760391222871/posts/285930501972526/,Photo,(Post with no description),,0,0,0,
2018-07-18 23:14:15,Eyewatch - Swan Hill Police Service Area,919605548169837_1300872583376463,https://www.facebook.com/919605548169837/posts/1300872583376463/,Photo,(Post with no description),,2,1,0,
2018-07-18 23:14:22,Eyewatch - Warrnambool Police Service Area,492532490957500_835630666647679,https://www.facebook.com/492532490957500/posts/835630666647679/,Photo,(Post with no description),,1,0,0,
2018-07-18 23:19:10,Eyewatch - Glen Eira Police Service Area,1587370574633686_1750969941607081,https://www.facebook.com/1587370574633686/posts/1750969941607081/,Photo,(Post with no description),,1,0,0,
2018-07-18 23:19:22,Eyewatch - Kingston Police Service Area,1660666587339151_2095136433892162,https://www.facebook.com/1660666587339151/posts/2095136433892162/,Photo,(Post with no description),,0,0,0,
2018-07-18 23:30:42,Eyewatch - Hume Police Service Area,444597578958459_1760230407395163,https://www.facebook.com/444597578958459/posts/1760230407395163/,Photo,(Post with no description),,0,0,0,
2018-07-18 23:31:00,Eyewatch - Melton Police Service Area,1248280898517925_2003035019709172,https://www.facebook.com/1248280898517925/posts/2003035019709172/,Photo,(Post with no description),,0,1,1,
2018-07-18 23:31:26,Eyewatch - Wyndham Police Service Area,134404370080550_903766136477699,https://www.facebook.com/134404370080550/posts/903766136477699/,Photo,(Post with no description),,0,2,0,
2018-07-18 23:38:10,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1789776504447240,https://www.facebook.com/1091322447625986/posts/1789776504447240/,Photo,(Post with no description),,1,0,0,
2018-07-19 00:40:34,Eyewatch - Greater Shepparton Police Service Area,349554451900294_829840203871714,https://www.facebook.com/349554451900294/posts/829840203871714/,Photo,"DRIVING WITH COOL HEADS    Last night the CoolHeads Young Driver Program returned to Eastbank  Shepparton, with the audience (pictured) involved in a griping program that had many elements.    Was our CoolHead's objective achieved?  If during the evening each driver considered for even one moment 'If I am distracted behind the wheel this could  happen to me...'  the program succeeded.       This program is a community driven initiative and local police would  like to thank everyone involved;  All the presenters, the other emergency services, the Magistrates' Court,  Corrections, venue staff, the Greater Shepparton City Council, Sporting clubs that attended, parents that encouraged attendance, the Shepparton media outlets that continue to get behind this initiative, Neighbourhood Watch volunteers that  ushered and most importantly the audience that made the commitment to  come out on a Winter evening and hear the CoolHeads message.     Congratulations Greater Shepparton.",,31,3,6,
2018-07-19 01:12:15,Eyewatch - Melton Police Service Area,1248280898517925_2003140079698666,https://www.facebook.com/1248280898517925/posts/2003140079698666/,Status,"Missing teen, Amber Hurtado has been located safe and well.  Police would like to thank the public for their assistance.",,40,4,7,
2018-07-19 02:24:45,Eyewatch - Warrnambool Police Service Area,492532490957500_835772253300187,https://www.facebook.com/492532490957500/posts/835772253300187/,Link,https://www.standard.net.au/story/5535496/b-double-truck-rolls-over-driver-taken-to-hospital/?cs=72,,11,12,16,
2018-07-19 03:11:16,Eyewatch - Swan Hill Police Service Area,919605548169837_1301036070026781,https://www.facebook.com/919605548169837/posts/1301036070026781/,Photo,#ThanksAmbos,,30,0,2,
2018-07-19 03:27:17,Eyewatch - Warrnambool Police Service Area,492532490957500_835813949962684,https://www.facebook.com/492532490957500/posts/835813949962684/,Photo,(Post with no description),,3,0,2,
2018-07-19 03:35:02,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1790026347755589,https://www.facebook.com/1091322447625986/posts/1790026347755589/,Photo,Interested in joining the team at Victoria Police and want to know the process?  Check out http://www.policecareer.vic.gov.au/campaign/the-recruitment-processhttp://www.policecareer.vic.gov.au/campaign/the-recruitment-process for information.  vp40485,,3,1,0,
2018-07-19 03:46:11,Eyewatch - Warrnambool Police Service Area,492532490957500_835824846628261,https://www.facebook.com/492532490957500/posts/835824846628261/,Photo,(Post with no description),,5,1,2,
2018-07-19 03:50:03,Eyewatch - Warrnambool Police Service Area,492532490957500_835827086628037,https://www.facebook.com/492532490957500/posts/835827086628037/,Link,We have many outstanding senior members of our community.  Get them the recognition they deserve by nominating for the Senior of the Year Awards.,,3,0,1,
2018-07-19 04:44:41,Eyewatch - Warrnambool Police Service Area,492532490957500_835858036624942,https://www.facebook.com/492532490957500/posts/835858036624942/,Photo,What would we do without this vital service?,,76,3,5,
2018-07-19 05:10:16,Eyewatch - Melton Police Service Area,1248280898517925_2003398113006196,https://www.facebook.com/1248280898517925/posts/2003398113006196/,Photo,"COMMUNITY ROAD SAFETY FORUM Melton Police, together with Melton Council, Road trauma Support Services and Westgate Community Road Safety Council invite the community to attend the Road Safety Forum on Thursday the 30th August at the Melton Library commencing at 6:30pm.   This is a great opportunity to learn more about road rules and the effects of road trauma including serious injury and fatal collisions.  Please consider attending this event especially if you are a parent of a young adult driver or a teenager due to get their licence.  There is also a chance to win free driving lessons. This is a free event but if you are interested in attending you will need to register.  Please visit the Melton Learning Website: meltonlearning.com.au/event/community-road-safety-forum/  For full details please refer to the attached flyer.",,10,0,13,
2018-07-19 05:12:55,Eyewatch – Bass Coast Police Service Area,1428617380762126_1937413049882554,https://www.facebook.com/1428617380762126/posts/1937413049882554/,Photo,REMOVE - LOCK - PARK  In recent weeks there has been a spike in crooks stealing from unlocked cars in the Bass Coast area - especially Cape Paterson and Inverloch.    Police are increasing their patrols but need your help.  If you see anything suspicious please call 000 immediately.    Don't make it easy for these opportunistic thieves - LOCK YOUR CAR.    https://nhw.com.au/wp-content/uploads/2017/10/Victoria-Police_Preventing-Thefts-from-Motor-Vehicles_web.pdf,,37,26,22,
2018-07-19 05:28:27,Eyewatch - Swan Hill Police Service Area,919605548169837_1301132163350505,https://www.facebook.com/919605548169837/posts/1301132163350505/,Video,(Post with no description),,3,0,0,
2018-07-19 07:23:59,Eyewatch - Wyndham Police Service Area,134404370080550_904143306439982,https://www.facebook.com/134404370080550/posts/904143306439982/,Link,(Post with no description),,6,1,15,
2018-07-19 07:33:44,Eyewatch - Wyndham Police Service Area,134404370080550_904150693105910,https://www.facebook.com/134404370080550/posts/904150693105910/,Photo,"#soyouknow   . . . Ever heard the Police Airwing overhead and thought ""Mmmmmm""   Our Airwing patrols (Tough gig) form part of keeping you and the Wyndham Police Service Area safe ;)    These photographs were taken 17.07.18 - VP Airwing : Keeping Wyndham Safe :)    Senior Sergeant Aaron RICHES",,123,47,11,
2018-07-19 22:37:54,Eyewatch - Warrnambool Police Service Area,492532490957500_836651976545548,https://www.facebook.com/492532490957500/posts/836651976545548/,Photo,Warrnambool police are seeking to locate 29 year old Joshua Hall who may be able to help them with their enquires into an ongoing investigation. If you can help with the location of Hall please call the Warrnambool police station on 55601333 or Crime Stoppers on 1800 333 000.,,21,18,16,
2018-07-19 23:05:51,Eyewatch - Melton Police Service Area,1248280898517925_2004621022883905,https://www.facebook.com/1248280898517925/posts/2004621022883905/,Status,"TEENS CHARGED FOLLOWING MELTON STABBING Melton Crime Investigation Unit detectives have charged two teenagers following a stabbing in Melton on 16 July. Emergency services were called to a reserve just off High Street following reports of an assault just before 6pm. Police were told the boy was walking along a footpath when he was approached by two unknown offenders. The 14-year-old Kurunjang boy was taken to hospital in a serious but stable condition, where he remains. A 13-year-old Melton boy has been remanded to appear in a children’s court at a later date. A 16-year-old Melton boy has been bailed to appear in a children’s court at a later date. Both have been charged with intentionally cause serious injury, affray and assault and weapons related offences.",,163,189,70,
2018-07-19 23:44:16,Eyewatch - Northern Grampians Police Service Area,1198323133636327_1344171295718176,https://www.facebook.com/1198323133636327/posts/1344171295718176/,Photo,"A great day at the Beulah Community Safety Forum talking to the local community about the issues impacting them.  Up for discussion were: the scourge of family violence, how the community can help police by reporting ALL crime and suspicious behaviour; how police are using rostering with other stations to better deliver service in the area; and an update from our Ambulance Victoria partners about thelife-saving new phone application ""Good Sam""...all with some lovely scones!",,12,0,2,
2018-07-20 00:51:08,Eyewatch - Knox Police Service Area,597550253628752_1993806077336489,https://www.facebook.com/597550253628752/posts/1993806077336489/,Photo,"Have you seen this distinctive Holden? It was stolen from an address in Cranbourne North earlier this month.  If you have any information, please contact Crime Stoppers and quote incident number 180229899.",,3,7,6,
2018-07-20 01:25:10,Eyewatch - Northern Grampians Police Service Area,1198323133636327_1344241312377841,https://www.facebook.com/1198323133636327/posts/1344241312377841/,Photo,"Aggravated Burglary - Ararat - 13-Jul-2018 Police would like your assistance to try and identify the below male. If anyone has any information, could they please contact DSC Caroline BLACKLEY at Ararat Police (03) 5355 1500 or Crime Stopper on 1800 333 000.",,15,16,149,
2018-07-20 01:33:07,Eyewatch - Moorabool Police Service Area,1764824083826023_1860268614281569,https://www.facebook.com/1764824083826023/posts/1860268614281569/,Link,(Post with no description),,9,0,12,
2018-07-20 01:49:18,Eyewatch - Warrnambool Police Service Area,492532490957500_836779769866102,https://www.facebook.com/492532490957500/posts/836779769866102/,Photo,Whoop Whoop!!! It's still cold wet and windy out there so please take care on the roads.,,85,18,6,
2018-07-20 03:25:19,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1791630180928539,https://www.facebook.com/1091322447625986/posts/1791630180928539/,Link,(Post with no description),,7,0,6,
2018-07-20 03:52:40,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1791658227592401,https://www.facebook.com/1091322447625986/posts/1791658227592401/,Link,(Post with no description),,10,2,4,
2018-07-20 03:55:56,Eyewatch - Greater Shepparton Police Service Area,349554451900294_830984043757330,https://www.facebook.com/349554451900294/posts/830984043757330/,Photo,TATURA & SURROUNDS - IT IS YOUR TURN.  Saturday morning 10am to 1pm.  OPPOSITE TATURA POLICE STATION   Neighbourhood Watch Greater Shepparton with the support of Tatura Lions Club will be securing vehicle number plates from theft with security screws.  Saturday 21/7/18 from 10am.  Supply and fit security screws for a gold coin donation.  Shepparton Bears FNC are playing Tatura FNC @ Tatura - so if travelling across from Shepparton you can also drop in and get this security job done :)  See you then.,,10,4,7,
2018-07-20 04:51:45,Eyewatch - Greater Shepparton Police Service Area,349554451900294_831018570420544,https://www.facebook.com/349554451900294/posts/831018570420544/,Photo,Any Ideas? Whilst we know these images aren't the best sometimes we just have to try.   Police are seeking any information in relation to this vehicle or the persons pictured. This Nissan X-Trail was stolen from a car yard in Shepparton on 13-JUL-2018. These security pictures are from a service station in Sunbury taken on Thursday 19-JUL-2018. If you can help please contact Shepparton Police on 58 205 777 or cimestoppers 1800 333 000 - http://www.crimestoppers.com.au,,21,8,64,
2018-07-20 04:59:48,Eyewatch - Warrnambool Police Service Area,492532490957500_836905343186878,https://www.facebook.com/492532490957500/posts/836905343186878/,Video,Look after your little buddy's.  Secure your dogs when they are traveling in a vehicle.,,6,2,5,
2018-07-20 05:01:54,Eyewatch - Warrnambool Police Service Area,492532490957500_836906869853392,https://www.facebook.com/492532490957500/posts/836906869853392/,Link,Have your say.......,,7,6,1,
2018-07-20 05:07:29,Eyewatch - Warrnambool Police Service Area,492532490957500_836910273186385,https://www.facebook.com/492532490957500/posts/836910273186385/,Photo,(Post with no description),,1,1,1,
2018-07-20 05:19:04,Eyewatch - Warrnambool Police Service Area,492532490957500_836918389852240,https://www.facebook.com/492532490957500/posts/836918389852240/,Link,(Post with no description),,4,0,2,
2018-07-20 05:41:27,Eyewatch - Swan Hill Police Service Area,919605548169837_1302375843226137,https://www.facebook.com/919605548169837/posts/1302375843226137/,Photo,Heading to Melbourne this weekend?         Considering a career in policing? Drop into the Melbourne Career Expo at the Melbourne Convention and Exhibition Centre.,,5,2,1,
