Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Campaign,Reactions,Comments,Shares,Ow.ly Clicks
2018-04-13 05:12:04,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1665224133569145,https://www.facebook.com/eyewatchgreaterdandenong/posts/1665224133569145:0,Photo,"Victoria Police members within Greater Dandenong, Casey and Cardinia are dedicated to targeting Drug Traffickers and reducing the associated harm that drug use causes within the wider community.  In particular the Dandenong Frontline Tactical Unit is working tirelessly to rid the community of illicit drugs by arresting drug traffickers by conducting targeted patrols, executing search warrants, seizing their illicit drugs and confiscating the cash that is the proceeds of crime.  Recently members of the Frontline Tactical Unit whilst conducting community patrols intercepted a vehicle and seized approximately 27 grams of ICE & Cocaine. Police also seized $2100 from the offender being proceeds of crime. The offender was charged and bailed to appear before the Dandenong Magistrates Court.  If anyone has information regarding drug dealing in your area please contact crime stoppers on 1800 333 000. This can be done anonymously if needed.",,,25,4,1,
2018-04-13 05:39:55,Eyewatch - Melton Police Service Area,1248280898517925_1884629078216434,https://www.facebook.com/eyewatchmelton/posts/1884629078216434:0,Photo,"Have you seen Matthew Cleland?  Multiple warrants have been issued for the 23-year-old's arrest in relation to Theft and contravening his Community Corrections Order.  Cleland is known to frequent Melton and Brimbank Local Government Areas, specifically Melton and Deer Park.  Anyone with information is urged to contact Caroline Springs Police Station on 03 9361 4700 or Crime Stoppers on 1800 333 000.",,,3,0,26,
2018-04-13 06:30:05,Eyewatch - Melton Police Service Area,1248280898517925_1884663854879623,https://www.facebook.com/eyewatchmelton/posts/1884663854879623,Status,"Now for another warrant issued, this time for Michael Lamb.  A warrant has been issued for the 65-year-old's arrest after he failed to appear in the Sunshine Magistrates Court in February to answer charges of making threats.  Anyone with information is urged to contact Crime Stoppers on 1800 333 000.",,,1,1,5,
2018-04-13 07:20:04,Eyewatch - Melton Police Service Area,1248280898517925_1884695074876501,https://www.facebook.com/eyewatchmelton/posts/1884695074876501:0,Photo,"We need your help to find Andrew Sammut!  A warrant has been issued for the 39-year-old's arrest in relation to multiple charges including theft, assault and criminal damage. Sammut failed to appear in the Sunshine Magistrates Court in October 2017.   Anyone with information is urged to contact Crime Stoppers on 1800 333 000.",,,5,0,25,
2018-04-13 11:35:49,Eyewatch - Frankston Police Service Area,132629380243848_956432031196908,https://www.facebook.com/eyewatchfrankston/posts/956432031196908,Link,(Post with no description),,,47,23,10,
2018-04-14 02:37:48,Eyewatch - Geelong Police Service Area,118579511604215_1447189585409861,https://www.facebook.com/eyewatchgeelong/posts/1447189585409861:0,Photo,"ARREST - THEFT - SUPERMARKET DRYSDALE  On 18/02/2018, at approx. 7.04 pm, two unknown female offenders have entered a supermarket in Drysdale and have stolen a quantity of items from the store.  As a result of a posting on this page two female offenders from North Geelong and Whittington have been arrested and will be charged over this matter.  Information to Crime Stoppers and the investigating member was fantastic thankyou.",,,160,7,13,
2018-04-14 04:51:36,Eyewatch - Greater Shepparton Police Service Area,349554451900294_771712506351151,https://www.facebook.com/eyewatchgreatershepparton/posts/771712506351151,Link,Greater Shepparton's Inspector Troy Hardagon shared important community messages while chatting with Seany on Triple M last week.  https://omny.fm/shows/triple-m-goulburn-valley-breakfast/crime-watch-11-04-18-inspector-troy-hardagon,,,9,0,3,
2018-04-14 08:00:23,Eyewatch - Greater Shepparton Police Service Area,349554451900294_771756626346739,https://www.facebook.com/eyewatchgreatershepparton/posts/771756626346739:0,Photo,The Street Rider Night Bus is all ready for its 1am start tonight.  Community Assessibility provided bus fueled and ready. TICK.  Volunteer Driver. TICK.  On board Security Guard. TICK.  Save the mobile number in your phone and the pick up locations and Street Rider will be a great option for your plans to get home safe tonight!,,,19,1,2,
2018-04-15 02:00:13,Eyewatch - Knox Police Service Area,597550253628752_1876169069100191,https://www.facebook.com/eyewatchknox/posts/1876169069100191:0,Photo,School is back tomorrow!!! Don't forget to slow down for school zones #roadtozero,,,19,1,23,
2018-04-15 08:39:04,Eyewatch - Frankston Police Service Area,132629380243848_957404724432972,https://www.facebook.com/eyewatchfrankston/posts/957404724432972,Status,Police are currently in the Frankston area after a car struck a gas main. There is no risk to the safety of anyone in the area but police are encouraging any residents in the vicinity of Towerhill Road and Tara Drive to stay indoors to avoid gas fumes.,,,19,10,11,
2018-04-15 21:45:05,Eyewatch - Knox Police Service Area,597550253628752_1877075172342914,https://www.facebook.com/eyewatchknox/posts/1877075172342914:0,Photo,School is back today! So that means school zone speed limits are back. Do your part to help keep obey the 40km limit,,,8,0,3,
2018-04-15 22:37:59,Eyewatch - Ballarat Police Service Area,103131960018479_648428592155477,https://www.facebook.com/eyewatchballarat/posts/648428592155477,Link,(Post with no description),,,9,0,32,
2018-04-15 22:52:49,Eyewatch - Cardinia Police Service Area,1755954881336663_1979130509019098,https://www.facebook.com/eyewatchcardinia/posts/1979130509019098:0,Photo,Mums and Dads you made it - school holidays are over! You know what that means...school speed zones are now in force!  vp40485,,,29,5,5,
2018-04-15 23:09:20,Eyewatch - Cardinia Police Service Area,1755954881336663_1979133875685428,https://www.facebook.com/eyewatchcardinia/posts/1979133875685428,Status,We hope all our Eyewatch followers had a fantastic weekend! Some great news to start off your Monday - missing 6 month old Layla TULLBERG has been located safe and well.  Thanks for all the shares! 👍👮‍♂️👮‍♀️  vp40485,,,62,2,6,
2018-04-16 00:20:58,Eyewatch - Greater Shepparton Police Service Area,349554451900294_772487646273637,https://www.facebook.com/eyewatchgreatershepparton/posts/772487646273637:0,Photo,Robert Farquharson.  A challenging investigation in many ways.   https://video.xx.fbcdn.net/v/t42.9040-2/30336788_781247792073535_1026229212144467968_n.mp4?_nc_cat=0&efg=eyJybHIiOjMwMCwicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&rl=300&vabr=143&oh=7dd85093018b25574118c95da609167b&oe=5AD5FC0F,,,13,3,0,
2018-04-16 01:54:53,Eyewatch - Ballarat Police Service Area,103131960018479_648489432149393,https://www.facebook.com/eyewatchballarat/posts/648489432149393,Photo,(Post with no description),,,10,0,5,
2018-04-16 01:58:40,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1668785779879647,https://www.facebook.com/eyewatchgreaterdandenong/posts/1668785779879647:0,Photo,"HIGHWAY PATROL NIGHT SHIFT WEEKLY REPORT  Here's a a quick glimpse of some of the highlights (or should we say lowlights?) of the Divisional Highway Patrols night shift for the past week...   09/04/2018 – 0035 hours – Intercepted a 2007 Holden Omega on Dandenong Bypass, Keysborough after detected traveling at 98 km/h in an 80 zone.  The 26 year old male driver from Lynbrook returned a blood alcohol content of 0.026 – which as a probationary driver should be 0.00.  The driver received $872 in infringement notices and 16 demerit points for his offences which also included failing to display P plates.  09/04/2018 – 0212 – Assisted Dandenong Frontline Tactical Unit after vehicle with driver holding suspended drivers licence sighted on South Gippsland Highway, Dandenong South.  Vehicle driving at fast rate of speed before located with driver short time later.  The driver, a 23 year old male from Hampton Park had priors for driving while suspended and as such vehicle impounded for 30 days.  11/04/2018 – 0219 hours – Motorcycle observed travelling at fast rate of speed on South Gippsland Highway, Dandenong South, speed recorded at 248km/h in a 100 zone before lost sight of bike.  Patrolled area for bike and short time later located a collision involving the same motorcycle – nil injuries to rider.  42 year old male driver from Cranbourne West will receive a summons in relation to dangerous speed.   13/04/2018 – 0008 hours – Attended at intersection of Cranbourne-Frankston Road and Willow Glen Blvd, Cranbourne West after reports of monkey bikes in the area.  Male rider observed riding on the footpath.  Bike impounded for 30 days and 15 year old rider to attend court in relation to use unregistered bike, drive while unlicensed and drive on footpath.  14/04/2018 – 0357 hours: Intercepted a 2005 Mitsubishi Magna on South Gippsland Highway, Dandenong.  The driver, an 18 year old male from Bayswater North and holder of a Learners permit was unaccompanied and travelling at 102 km/h in an 80 zone.  The driver received $1269 in infringement notices and 3 demerit points.  15/04/2018 – 0230 hours: Intercepted a 2013 Chrysler on Narre Warren – Cranbourne Road, Narre Warren South after observign the vehicle driving without headlights on.  The driver, a 22 year old male from Narre Warren South was a P2 disqualified driver who will attend court in the near future for charges of drive while disqualified, fail to display P plates, P plater drive prohibited vehicle and fail to have headlights.  vp40485",,,60,24,6,
2018-04-16 03:28:13,Eyewatch - Cardinia Police Service Area,1755954881336663_1979190402346442,https://www.facebook.com/eyewatchcardinia/posts/1979190402346442:0,Photo,"At approximately 11:30pm on Sunday the 15th of April 2018 Cardinia Highway Patrol intercepted at 2014 Toyota Yaris after it was detected traveling at 122 km/h on Princes Freeway, Pakenham - a 100 zone. As well as going too fast for our liking the driver, a 21 year old learner from Pakenham also didn't have an experienced driver with him.  The solo drive ended up being a costly one for the learner receiving $1269 in infringement notices and 3 demerit points.  vp40485",,,110,41,7,
2018-04-16 04:24:02,Eyewatch - Greater Shepparton Police Service Area,349554451900294_772548822934186,https://www.facebook.com/eyewatchgreatershepparton/posts/772548822934186,Link,YOUTH SPECIALIST OFFICERS (YSO)  Recruitment has commenced for YSO positions across Victorian communities as part of the Victorian Government’s Community Safety Statement 2017.  https://www.vicpolicenews.com.au/news/recruitment-commences-for-youth-specialist-officers-to-help-tackle-youth-crime,,,18,0,7,
2018-04-16 06:20:03,Eyewatch - Cardinia Police Service Area,1755954881336663_1979235949008554,https://www.facebook.com/eyewatchcardinia/posts/1979235949008554:0,Photo,The school holidays might be over but that doesn’t mean the fun is! 🚨💙👍🏻👮🏻‍♀️👮🏻‍♂️🕺🏻💃🏼 The Pakenham Bue Light Disco is on this Friday!  The disco kicks off at 6:30pm at Pakenham Hall and entry is only $5.   See you there! 👋🏻  vp40485,,,16,38,6,
2018-04-16 06:38:16,Eyewatch - Brimbank Police Service Area,288990074502333_1705944749473518,https://www.facebook.com/eyewatchbrimbank/posts/1705944749473518:0,Photo,"Applications for the Graffiti Prevention Grants close this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,2,0,4,
2018-04-16 06:38:16,Eyewatch - Cardinia Police Service Area,1755954881336663_1979240619008087,https://www.facebook.com/eyewatchcardinia/posts/1979240619008087:0,Photo,"Applications for the Graffiti Prevention Grants close this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,5,0,1,
2018-04-16 06:38:16,Eyewatch - Frankston Police Service Area,132629380243848_957890701051041,https://www.facebook.com/eyewatchfrankston/posts/957890701051041:0,Photo,"Applications for the Graffiti Prevention Grants close this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,1,1,5,
2018-04-16 06:38:16,Eyewatch - Geelong Police Service Area,118579511604215_1449182305210589,https://www.facebook.com/eyewatchgeelong/posts/1449182305210589:0,Photo,"Applications for the Graffiti Prevention Grants close this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,10,7,2,
2018-04-16 06:38:16,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1669030616521830,https://www.facebook.com/eyewatchgreaterdandenong/posts/1669030616521830:0,Photo,"Applications for the Graffiti Prevention Grants close this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,8,0,0,
2018-04-16 06:38:16,Eyewatch - Ballarat Police Service Area,103131960018479_648580122140324,https://www.facebook.com/eyewatchballarat/posts/648580122140324:0,Photo,"Applications for the Graffiti Prevention Grants close this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,4,0,0,
2018-04-16 06:45:03,Eyewatch - Greater Shepparton Police Service Area,349554451900294_772580899597645,https://www.facebook.com/eyewatchgreatershepparton/posts/772580899597645:0,Photo,"Applications for the Graffiti Prevention Grants close at the end of this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,2,0,0,
2018-04-16 06:45:04,Eyewatch - Knox Police Service Area,597550253628752_1877422242308207,https://www.facebook.com/eyewatchknox/posts/1877422242308207:0,Photo,"Applications for the Graffiti Prevention Grants close at the end of this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,3,0,0,
2018-04-16 06:45:04,Eyewatch - Whittlesea Police Service Area,283867745385161_431163660655568,https://www.facebook.com/eyewatchwhittlesea/posts/431163660655568:0,Photo,"Applications for the Graffiti Prevention Grants close at the end of this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,1,0,1,
2018-04-16 06:45:04,Eyewatch - Hobsons Bay Police Service Area,146118342176369_1614043968717125,https://www.facebook.com/eyewatchhobsonsbay/posts/1614043968717125:0,Photo,"Applications for the Graffiti Prevention Grants close at the end of this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,4,0,2,
2018-04-16 06:45:04,Eyewatch - Wyndham Police Service Area,134404370080550_839565439564436,https://www.facebook.com/eyewatchwyndham/posts/839565439564436:0,Photo,"Applications for the Graffiti Prevention Grants close at the end of this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,3,2,1,
2018-04-16 06:45:04,Eyewatch - Melton Police Service Area,1248280898517925_1887804301232245,https://www.facebook.com/eyewatchmelton/posts/1887804301232245:0,Photo,"Applications for the Graffiti Prevention Grants close at the end of this week.  Grants of up to $30,000 are available to Victorian councils working in partnership with community organisations.   Apply now: www.crimeprevention.vic.gov.au/graffitigrants",,,4,0,0,
2018-04-16 08:10:05,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1669098546515037,https://www.facebook.com/eyewatchgreaterdandenong/posts/1669098546515037:0,Photo,"SHINING A LIGHT ON UNRULY BEHAVIOUR  Between Friday the January 2018 and March 2018 members from the Greater Dandenong Police Service Area took part in ‘Operation SHINING.’  ‘Operation SHINING’ is an operation targeting Liquor Licence and Public Order related offending.  The aim of the operation is to target offences being committed within and in proximity to licence premises in the Greater Dandenong area such as drinking offences, assaults and riotous behaviour.  Throughout the operation police visited 75 Licence Premises, made 18 arrests, processed 19 offenders, issued 21 penalty notices, 10 crime penalty notices, issued 2 cautions, issued 4 banning notices, issued 1 defect notice & 1 Impound notice.  Due to the success of the operation it is set to continue into the future.  vp40485",,,22,0,3,
2018-04-16 22:32:24,Eyewatch - Cardinia Police Service Area,1755954881336663_1979545185644297,https://www.facebook.com/eyewatchcardinia/posts/1979545185644297:0,Photo,"Police are appealing for the public's assistance to help locate 37 year old Sarah BALCOMBE.    Sarah is wanted by police for six outstanding warrants related to theft, possessing a drug of dependence, contravening an order and failing to answer bail.  Sarah is known to frequent the Lang Lang area.  Anyone who has any information in relation to Sarah's whereabouts is asked to contact Crime Stoppers on 1800 333 000 or submit a confidential crime report at www.crimestoppersvic.com.au.  vp40485",,,7,2,17,
2018-04-17 00:14:03,Eyewatch - Greater Shepparton Police Service Area,349554451900294_772871862901882,https://www.facebook.com/eyewatchgreatershepparton/posts/772871862901882,Video,We can work on this issue together; Read on to find out how to report illegal rubbish dumping in Greater Shepparton.,,,10,26,7,
2018-04-17 00:46:58,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1669909706433921,https://www.facebook.com/eyewatchgreaterdandenong/posts/1669909706433921,Link,The colder months may be here but don't let that stop you from getting out and about! Come on down to Tirhatuan Park in Dandenong North on Saturday evening for the Twilight Fun Run! 🏃🏻‍♀️🏃🏻‍♂️ Check out the link below for more details and per-registration.  vp40485,,,5,0,0,
2018-04-17 01:41:20,Eyewatch - Cardinia Police Service Area,1755954881336663_1979602072305275,https://www.facebook.com/eyewatchcardinia/posts/1979602072305275,Photo,YAKKERBOO FESTIVAL WEEKEND IS ALMOST HERE! Check out the schedule below and get ready for a great weekend of fun and entertainment!  vp40485,,,19,14,8,
2018-04-17 03:43:35,Eyewatch - Greater Shepparton Police Service Area,349554451900294_772924332896635,https://www.facebook.com/eyewatchgreatershepparton/posts/772924332896635:0,Photo,SAVE THE DATE - COOLHEADS @ EASTBANK SHEPPARTON  18th JULY 2018.  CoolHeads Young Driver Program is a Victorian Police  community driven prorgram with the sole focus of removing the devestating impact of Road Trauma on our community.    Save the Date - more information to come.,,,14,4,2,
2018-04-17 04:51:31,Eyewatch - Frankston Police Service Area,132629380243848_958391897667588,https://www.facebook.com/eyewatchfrankston/posts/958391897667588,Photo,"THE WHEELS DIDN'T FALL OFF - BUT THE CHAIN & RIDER DID                                    Somerville HWP continue to come across the weird & not so wonderful in their travels, especially on nightshifts. Shortly before 2am yesterday morning members attempted to intercept a motorbike in Brunel Rd Seaford, because it had blue tape altering the number plate. The rider wasn't keen to speak police and sped off, reaching 148 km/h in the 60 zone. This seemed to be too much for his bike, as the chain then came off and began sparking on the road, at which time he rolled to a stop and then fell off. Police then finally got to speak to the uninjured 29 y.o. male rider from Seaford and found that he was already disqualified from riding/driving. He then also tested positive for methylamphetamine.   The bike was impounded for a minimum of 30 days, and during the inspection police found a switch had been installed to turn off the number plate light, which he did whilst evading interception.  The male stated he was heading to work at his nearby factory. Sometime in the near future he will be heading to the Frankston Magistrates' Court  where he will be answering a summons for charges including Driving Whilst Disqualified, Evading Police, Drug Driving, Altering Number Plates, Using an Unsafe Motor Vehicle & Speed Dangerous.  (VP30339)",,,27,6,7,
2018-04-17 07:16:15,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1670253086399583,https://www.facebook.com/eyewatchgreaterdandenong/posts/1670253086399583,Video,(Post with no description),,,19,3,2,
2018-04-17 07:16:45,Eyewatch - Cardinia Police Service Area,1755954881336663_1979690775629738,https://www.facebook.com/eyewatchcardinia/posts/1979690775629738,Video,(Post with no description),,,41,9,3,
2018-04-17 07:22:46,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1670256103065948,https://www.facebook.com/eyewatchgreaterdandenong/posts/1670256103065948,Link,Ten warrants were executed today as a part of Operation Bonito including at an address in Dandenong North.  vp40485,,,22,2,2,
2018-04-17 07:25:02,Eyewatch - Cardinia Police Service Area,1755954881336663_1979692905629525,https://www.facebook.com/eyewatchcardinia/posts/1979692905629525,Status,HAVE YOUR SAY!  Do you have school aged children and want to have a say in the kind of schools coming to the Pakenham and Officer areas?  You can attend a workshop registration being held on Tuesday the 24th of April or you can even complete an online survey.  Visit http://ow.ly/aqt130jwA7a for more information and to get involved!  vp40485,,,7,3,6,37
2018-04-17 07:27:30,Eyewatch - Knox Police Service Area,597550253628752_1878445542205877,https://www.facebook.com/eyewatchknox/videos/1878445542205877/,Video,"With more than 12,000 Family Violence Intervention Orders applied for each year, chances are you know someone who has been affected. We look at the different types of intervention orders (IVO) and how they can help protect you and your loved ones.    For more information or to find out how apply for an IVO visit - https://bit.ly/2ESrLTz",,,2,0,1,
2018-04-17 07:28:42,Eyewatch - Brimbank Police Service Area,288990074502333_1706902536044406,https://www.facebook.com/eyewatchbrimbank/videos/1706902536044406/,Video,"With more than 12,000 Family Violence Intervention Orders applied for each year, chances are you know someone who has been affected. We look at the different types of intervention orders (IVO) and how they can help protect you and your loved ones.    For more information or to find out how apply for an IVO visit - https://bit.ly/2ESrLTz",,,8,1,1,
2018-04-17 07:29:12,Eyewatch - Frankston Police Service Area,132629380243848_958436634329781,https://www.facebook.com/eyewatchfrankston/videos/958436634329781/,Video,"With more than 12,000 Family Violence Intervention Orders applied for each year, chances are you know someone who has been affected. We look at the different types of intervention orders (IVO) and how they can help protect you and your loved ones.    For more information or to find out how apply for an IVO visit - https://bit.ly/2ESrLTz",,,5,2,1,
2018-04-17 07:29:46,Eyewatch - Geelong Police Service Area,118579511604215_1450115535117266,https://www.facebook.com/eyewatchgeelong/videos/1450115535117266/,Video,"With more than 12,000 Family Violence Intervention Orders applied for each year, chances are you know someone who has been affected. We look at the different types of intervention orders (IVO) and how they can help protect you and your loved ones.    For more information or to find out how apply for an IVO visit - https://bit.ly/2ESrLTz",,,11,6,3,
2018-04-17 07:42:19,Eyewatch - Hobsons Bay Police Service Area,146118342176369_1615064571948398,https://www.facebook.com/eyewatchhobsonsbay/videos/1615064571948398/,Video,"With more than 12,000 Family Violence Intervention Orders applied for each year, chances are you know someone who has been affected. We look at the different types of intervention orders (IVO) and how they can help protect you and your loved ones.    For more information or to find out how apply for an IVO visit - https://bit.ly/2ESrLTz",,,9,1,3,
2018-04-17 07:42:47,Eyewatch - Hobsons Bay Police Service Area,146118342176369_1615065575281631,https://www.facebook.com/eyewatchhobsonsbay/posts/1615065575281631,Link,Victoria Police require your assistance in locating a missing youth. Please call 000 or your local police station if sighted.,,,2,0,3,
2018-04-17 07:42:47,Eyewatch - Wyndham Police Service Area,134404370080550_840090059511974,https://www.facebook.com/eyewatchwyndham/posts/840090059511974,Link,Victoria Police require your assistance in locating a missing youth. Please call 000 or your local police station if sighted.,,,9,3,4,
2018-04-17 07:43:11,Eyewatch - Melton Police Service Area,1248280898517925_1888890457790296,https://www.facebook.com/eyewatchmelton/videos/1888890457790296/,Video,"With more than 12,000 Family Violence Intervention Orders applied for each year, chances are you know someone who has been affected. We look at the different types of intervention orders (IVO) and how they can help protect you and your loved ones.    For more information or to find out how apply for an IVO visit - https://bit.ly/2ESrLTz",,,11,0,8,
2018-04-17 07:45:29,Eyewatch - Ballarat Police Service Area,103131960018479_649058242092512,https://www.facebook.com/eyewatchballarat/videos/649058242092512/,Video,"With more than 12,000 Family Violence Intervention Orders applied for each year, chances are you know someone who has been affected. We look at the different types of intervention orders (IVO) and how they can help protect you and your loved ones.    For more information or to find out how apply for an IVO visit - https://bit.ly/2ESrLTz",,,12,0,2,
2018-04-17 07:45:33,Eyewatch - Cardinia Police Service Area,1755954881336663_1979697412295741,https://www.facebook.com/eyewatchcardinia/videos/1979697412295741/,Video,"With more than 12,000 Family Violence Intervention Orders applied for each year, chances are you know someone who has been affected. We look at the different types of intervention orders (IVO) and how they can help protect you and your loved ones.    For more information or to find out how apply for an IVO visit - https://bit.ly/2ESrLTz",,,19,9,11,
2018-04-17 07:46:01,Eyewatch - Wyndham Police Service Area,134404370080550_840090539511926,https://www.facebook.com/eyewatchwyndham/videos/840090539511926/,Video,"With more than 12,000 Family Violence Intervention Orders applied for each year, chances are you know someone who has been affected. We look at the different types of intervention orders (IVO) and how they can help protect you and your loved ones.    For more information or to find out how apply for an IVO visit - https://bit.ly/2ESrLTz",,,12,4,4,
2018-04-17 07:46:45,Eyewatch - Greater Shepparton Police Service Area,349554451900294_772981082890960,https://www.facebook.com/eyewatchgreatershepparton/videos/772981082890960/,Video,"With more than 12,000 Family Violence Intervention Orders applied for each year, chances are you know someone who has been affected. We look at the different types of intervention orders (IVO) and how they can help protect you and your loved ones.    For more information or to find out how apply for an IVO visit - https://bit.ly/2ESrLTz",,,9,0,7,
2018-04-17 21:30:00,Eyewatch - Ballarat Police Service Area,103131960018479_649024032095933,https://www.facebook.com/eyewatchballarat/posts/649024032095933,Photo,"*********WARRANT WEDNESDAY********** Brenden LORD is wanted by Police and is known to frequent the Ballarat area. There are 2 outstanding warrants for the arrest of the Male who is approximately 180cm tall, thin build, blue/grey eyes, red/ginger hair and a fair complexion.  If you have any information regarding the whereabouts of LORD that could assist police please contact Crime Stoppers on 1800 333 000 or report online at http://www.crimestoppersvic.com.au/report-a-crime/ *****Please make sure you make reference to ‘Warrant Wednesday Ballarat Eyewatch - LORD 18th April 2018*****",,,5,3,37,
2018-04-17 21:35:00,Eyewatch - Ballarat Police Service Area,103131960018479_649024948762508,https://www.facebook.com/eyewatchballarat/posts/649024948762508,Photo,"*********WARRANT WEDNESDAY********** Joseph HAEBICH is wanted by Police and is known to the Ballarat area. There is an outstanding warrant for the arrest of the Male who is approximately 180cm tall, medium build, brown eyes, brown hair and a fair complexion. If you have any information regarding the whereabouts of HAEBICH that could assist police please contact Crime Stoppers on 1800 333 000 or report online at http://www.crimestoppersvic.com.au/report-a-crime/ *****Please make sure you make reference to ‘Warrant Wednesday Ballarat Eyewatch - HAEBICH 18th April 2018*****",,,10,2,27,
2018-04-17 21:40:00,Eyewatch - Ballarat Police Service Area,103131960018479_649031342095202,https://www.facebook.com/eyewatchballarat/posts/649031342095202,Photo,"*********WARRANT WEDNESDAY********** Cindy BENSON is wanted by Police and is known to frequent the Ballarat area. There are 3 outstanding warrants for the arrest of the female who is approximately 151cm tall, solid build, green eyes, blonde/fair hair and a fair complexion. If you have any information regarding the whereabouts of BENSON that could assist police please contact Crime Stoppers on 1800 333 000 or report online at http://www.crimestoppersvic.com.au/report-a-crime/ *****Please make sure you make reference to ‘Warrant Wednesday Ballarat Eyewatch - BENSON 18th April 2018*****",,,8,3,27,
2018-04-17 22:00:29,Eyewatch - Greater Shepparton Police Service Area,349554451900294_773230646199337,https://www.facebook.com/eyewatchgreatershepparton/posts/773230646199337:0,Photo,"SUCCESSFUL WEEK FOR LOCAL POLICE  The Police pressure and presence on our streets cranked up through out the last week, supported by a surge of community information.  We saw a significant number of arrests in Shepparton and Mooroopna, while it was rounded out with a 25 year old Tatutra man being arrested for Tatura thefts.    The rewards are evident this week with a nice downward trend in criminal activity.    Of interest to the community are five recent thefts of fuel and chemicals from farms and outlying areas of Greater Shepparton.  Large quantities are involved - up to 2000 litres of deisel and 1000 litres of chemicals.  These thefts required access, time and  significant pumping, transportation and planning.    Be on the look out for trucks with tanks moving around rural areas at unusual times. Farms do not get deliveries at 2am in the morning!  Please take a note of  registrations, times and locations.    If you store deisel and chemicals on your property review your security; e.g.  lock sheds, use steel cages and note vehicles entering your property - they may be planning a return visit.  Crimestoppers http://www.crimestoppersvic.com.au",,,29,5,8,
2018-04-17 23:56:45,Eyewatch - Whittlesea Police Service Area,283867745385161_431819797256621,https://www.facebook.com/eyewatchwhittlesea/posts/431819797256621,Link,Police in Epping will today become the first in Victoria to be equipped with body worn cameras under an initial pilot which will inform statewide deployment of the new technology.,,,28,1,1,
2018-04-18 00:27:09,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1671186879639537,https://www.facebook.com/eyewatchgreaterdandenong/posts/1671186879639537,Photo,"Corina is known to frequent the Dandenong area, do you have any information on her whereabouts? Contact Crime Stoppers on 1800 333 000 or www.crimestoppersvic.com.au with any information.  vp40485",,,8,0,3,
2018-04-18 01:23:37,Eyewatch - Whittlesea Police Service Area,283867745385161_431836593921608,https://www.facebook.com/eyewatchwhittlesea/posts/431836593921608,Video,(Post with no description),,,10,0,3,
2018-04-18 01:56:34,Eyewatch - Cardinia Police Service Area,1755954881336663_1980043675594448,https://www.facebook.com/eyewatchcardinia/posts/1980043675594448:0,Photo,Police are appealing for the public's assistance to help locate 36 year old Stephen LEGG.  Stephen is wanted by police for two outstanding warrants in relation to drug offences.    Stephen is known to frequent the Beaconsfield and Frankston areas.  Anyone with any information in relation to Stephen's whereabouts is asked to contact Crime Stoppers on 1800 333 000 or file a confidential crime report at www.crimestoppersvic.com.au  vp40485,,,12,11,25,
